"Key","Publication Year","Author","Title","Series","Manual Tags"
"UTVVEBF9","2006","Swain, Deborah E.; Wagy, Jill; McClelland, Marilyn; Jacobs, Patricia","Developing a metadata schema for CSERD: a computational science digital library","JCDL '06","CSERD; computational science; metadata schema"
"6SSSDC2U","2006","Tan, Yee Fan; Kan, Min-Yen; Lee, Dongwon","Search engine driven author disambiguation","JCDL '06","author disambiguation; search engine"
"45PRDHXZ","2006","Tanase, Diana; Bruce, Michael; Stuart-Moore, Jonathan; Joiner, David A.","Scaffolding the infrastructure of the computational science digital library","JCDL '06","computational science; scaffolding"
"3ERAIZSC","2006","Thomas, Chuck; McDonald, Robert H.","A performance support systems approach to digital publishing in libraries","JCDL '06","digital publishing; support systems"
"UB6A45UH","2006","Vemuri, Naga Srinivas; Shen, Rao; Tupe, Sameer; Fan, Weiguo; Fox, Edward A.","ETANA-ADD: an interactive tool for integrating archaeological DL collections","JCDL '06","ETANA-ADD; archeology; interactive tool"
"S8V5Q86K","2006","Wacholder, Nina; Liu, Lu; Liu, Ying-Hsang","Selecting books: a performance-based study","JCDL '06","study; book selection"
"CD6QNW5U","2006","Wang, Jun; Ge, Ning","Automatic feature thesaurus enrichment: extracting generic terms from digital gazetteer","JCDL '06","thesaurus enrichment; term extraction; digital gazetteer"
"AKDCCNAV","2006","Weaver, Gabriel; Strickland, Barbara; Crane, Gregory R.","Quantifying the accuracy of relational statements in Wikipedia: a methodology","JCDL '06","realational statements; wikipedia; methodology"
"SXT5ZTNX","2006","White, Ryen W.; Song, Hyunyoung; Liu, Jay","Concept maps to support oral history search and use","JCDL '06","concept map; oral history"
"2Q2GCUMB","2006","Yang, Seungwon; Congleton, Ben; Luc, George; Pérez-Quiñones, Manuel A.; Fox, Edward A.","Demonstrating the use of a SenseCam in two domains","JCDL '06","SenseCam"
"GS9AZ65B","2006","Yoo, Illhoi; Hu, Xiaohua","A comprehensive comparison study of document clustering for a biomedical digital library MEDLINE","JCDL '06","document clustering; comparison study; biomedical; MEDLINE"
"876SDGQA","2006","Yu, YuanYuan; Stamberger, Jeannie A.; Manoharan, Aswath; Paepcke, Andreas","EcoPod: a mobile tool for community based biodiversity collection building","JCDL '06","EcoPod; mobile; biodiversity"
"T3XMEKS2","2006","Zhu, Weizhong; Chen, Chaomei; Allen, Robert B.","Visualizing an enterprise social network from email","JCDL '06","visulization; social network; email"
"6T9ZF8AW","2006","Zou, Jie; Le, Daniel X.; Thoma, George R.","Combining DOM tree and geometric layout analysis for online medical journal article segmentation","JCDL '06","DOM tree; geometric layout analysis; medical journals; article segmentation"
"QT9NQYA2","2006","Zuccala, Alesia A.; Thelwall, Mike","LexiURL web link analysis for digital libraries","JCDL '06","LexiURL; link analysis"
"UAIWEU5U","2007","Pugin, Laurent; Burgoyne, John Ashley; Fujinaga, Ichiro","Goal-Directed Evaluation for the Improvement of Optical Music Recognition on Early Music Prints","JCDL '07","optical music recognition; adaptive binarization; early music; goal-directed evaluation; test-driven development"
"QJX3XXJT","2007","Thomas, Jennifer A.; Middleton, Michael R.; Warren, Margaret","Preparing Resource Discovery for Digitized Music: An Analysis of an Australian Application","JCDL '07","case study; digital libraries; digitization; interoperability; music; audio media; Australia; federated searching"
"C96AMQKQ","2007","Niepert, Mathias; Buckner, Cameron; Allen, Colin","A Dynamic Ontology for a Dynamic Reference Work","JCDL '07","digital humanities; metadata; information extraction; information retrieval; dynamic ontology; formal ontology; link mining"
"8SH94CW4","2007","Chandrashekar, Sambhavi; Caidi, Nadia","A Model for Inclusive Design of Digital Libraries","JCDL '07","digital libraries; usability; disabilities; inclusive design"
"C4QVZERG","2007","Cortez, Eli; da Silva, Altigran S.; Gonçalves, Marcos André; Mesquita, Filipe; de Moura, Edleno S.","FLUX-CIM: Flexible Unsupervised Extraction of Citation Metadata","JCDL '07","metadata extraction; citation management"
"46A7NE8W","2007","Chen, Zhaoqi; Kalashnikov, Dmitri V.; Mehrotra, Sharad","Adaptive Graphical Approach to Entity Resolution","JCDL '07","entity resolution; entity relationship graph; graph analysis; self-tuning; SNA"
"BN3NUWBI","2007","Borgman, Christine L.; Wallis, Jillian C.; Mayernik, Matthew S.; Pepe, Alberto","Drowning in Data: Digital Library Architecture to Support Scientific Use of Embedded Sensor Networks","JCDL '07","scientific data; user-centered design; data preservation; data capture; data deluge; data use; functional requirements analysis; networked sensing"
"MRBXD7YX","2007","Marshall, Catherine C.","The Gray Lady Gets a New Dress: A Field Study of the Times News Reader","JCDL '07","personalization; reading; field study; news reader; newspapers; personal news archives; RSS; scanning; skimming"
"39N47G8G","2007","Jones, Matt; Harwood, Will; Buchanan, George; Lalmas, Mounia","StoryBank: An Indian Village Community Digital Library","JCDL '07","community DLs; non-textual interfaces; situated displays"
"RSRTGJPB","2007","Buchanan, George; Gow, Jeremy; Blandford, Ann; Rimmer, Jon; Warwick, Claire","Representing Aggregate Works in the Digital Library","JCDL '07","architecture; digital libraries; aggregate documents"
"H5UU2R27","2007","Yan, Su; Lee, Dongwon","Toward Alternative Measures for Ranking Venues: A Case of Database Research Community","JCDL '07","bibliometrics; digital library; citation analysis; impact factor; venue ranking"
"WY9Q6KZ2","2007","Zhuang, Ziming; Elmacioglu, Ergin; Lee, Dongwon; Giles, C. Lee","Measuring Conference Quality by Mining Program Committee Characteristics","JCDL '07","bibliometrics; ranking; social network; data mining; impact factor; call for papers; program committee"
"SQ7JUG5D","2007","Ray, Joyce; Lynch, Clifford; Bobley, Brett; Crane, Gregory; Wheatley, Steven","Cyberinfrastructure for the Humanities and Social Sciences: Advancing the Humanities Research Agenda","JCDL '07","cyberinfrastructure; humanities; social sciences"
"N8TRL5FF","2007","Fallen, Christopher T.; Newby, Gregory B.","Distributed Web Search Efficiency by Truncating Results","JCDL '07","relevance ranking; information retrieval; world wide web; filtering; domain name; host name; merging; ranked distributions"
"FKSXQ9XQ","2007","Marshall, Byron B.; Reitsma, René F.; Cyr, Martha N.","Standards or Semantics for Curriculum Search?","JCDL '07","digital library; educational resources; educational standards"
"5WIP5Q5J","2007","Recker, Mimi; Giersch, Sarah; Walker, Andrew; Halioris, Sam; Mao, Xin; Palmer, Bart","A Study of How Online Learning Resource Are Used","JCDL '07","education digital libraries; online learning resources; use"
"KGZRRVP9","2007","Prom, Christopher J.; Rishel, Christopher A.; Schwartz, Scott W.; Fox, Kyle J.","A Unified Platform for Archival Description and Access","JCDL '07","databases; encoded archival description; archival information systems; Archon; web interfaces"
"K65GQASH","2007","Yan, Su; Lee, Dongwon; Kan, Min-Yen; Giles, Lee C.","Adaptive Sorted Neighborhood Methods for Efficient Record Linkage","JCDL '07","entity resolution; record linkage; citation matching; sorted neighborhood"
"TVUEWHKK","2007","Zhou, Nan; Stahl, Gerry","Information Behavior of Small Groups: Implications for Design of Digital Libraries","JCDL '07","digital libraries; information behavior; CSCL"
"J9E79CS5","2007","Pomerantz, Jeffrey; Oh, Sanghee; Wildemuth, Barbara M.; Yang, Seungwon; Fox, Edward A.","Digital Library Education in Computer Science Programs","JCDL '07","education; computer science; digital libraries; library and information science; curriculum development; digital librarianship"
"JRHVGLRM","2007","Druin, Allison; Weeks, Ann; Massey, Sheri; Bederson, Benjamin B.","Children's Interests and Concerns When Using the International Children's Digital Library: A Four-Country Case Study","JCDL '07","digital libraries; children; qualitative case-study"
"UV5ENNHB","2007","Witten, Ian H.; Bainbridge, David","A Retrospective Look at Greenstone: Lessons from the First Decade","JCDL '07","architecture; greenstone; internationalization"
"JC7PBNTY","2007","Li, Huajing; Lee, Wang-Chien; Sivasubramaniam, Anand; Giles, Lee","SearchGen: A Synthetic Workload Generator for Scientific Literature Digital Libraries and Search Engines","JCDL '07","modeling; benchmark; synthetic workload"
"2DJ96PYG","2007","Bogen, Paul Logasa; Francisco-Revilla, Luis; Furuta, Richard; Hubbard, Takeisha; Karadkar, Unmil P.; Shipman, Frank","Longitudinal Study of Changes in Blogs","JCDL '07","distributed collection management"
"QHMHWXJR","2007","Zhang, Pengyi; Plettenberg, Lynne; Klavans, Judith L.; Oard, Douglas W.; Soergel, Dagobert","Task-Based Interaction with an Integrated Multilingual, Multimedia Information System: A Formative Evaluation","JCDL '07","user studies; cross-language information retrieval; multimedia"
"5IQ2YHNX","2007","Yanbe, Yusuke; Jatowt, Adam; Nakamura, Satoshi; Tanaka, Katsumi","Can Social Bookmarking Enhance Search in the Web?","JCDL '07","metadata; pagerank; social bookmarking; social search"
"W8SGZCLD","2007","Choi, Youngok; Hsieh-Yee, Ingrid; Kules, Bill","Retrieval Effectiveness of Table of Contents and Subject Headings","JCDL '07","controlled vocabulary; online public access catalogs (OPACs); subject enhancement; subject searching; table of contents"
"Y8JUFLQZ","2007","Liu, Ying; Bai, Kun; Mitra, Prasenjit; Giles, C. Lee","TableSeer: Automatic Table Metadata Extraction and Searching in Digital Libraries","JCDL '07","knowledge organization; accessibility; information retrieval; data management; system design; architectures; scientific application"
"TYITRQ5D","2007","Shevade, Bageshree; Sundaram, Hari; Xie, Lexing","Modeling Personal and Social Network Context for Event Annotation in Images","JCDL '07","context; social networks; multimedia; images; content management; event annotation"
"PPFQKEW3","2007","Mimno, David; McCallum, Andrew","Mining a Digital Library for Influential Authors","JCDL '07","expert retrieval"
"2GGABJYN","2007","Yang, Kiduk; Meho, Lokman","CiteSearch: Next-Generation Citation Analysis","JCDL '07","bibliometrics; citation analysis; quality assessment"
"44YEHVWT","2007","Kan, Min-Yen","SlideSeer: A Digital Library of Aligned Document and Presentation Pairs","JCDL '07","digital library; fine-grained alignment; presentations (slides); SlideSeer; synchronized media"
"U927L2N4","2007","Lynch, Cliff; Parastatidis, Savas; Jacobs, Neil; Van de Sompel, Herbert; Lagoze, Carl","The OAI-ORE Effort: Progress, Challenges, Synergies","JCDL '07","digital libraries; interoperability"
"MNNK7VUJ","2007","Sanderson, Robert; Watry, Paul","Integrating Data and Text Mining Processes for Digital Library Applications","JCDL '07","digital libraries; text mining; data mining; grid processing"
"5CCGPYHQ","2007","Smith, Joan A.; Nelson, Michael L.","Generating Best-Effort Preservation Metadata for Web Resources at Time of Dissemination","JCDL '07","OAI-PMH; mod_oai; web preservation"
"3VR5UDLH","2007","McCown, Frank; Diawara, Norou; Nelson, Michael L.","Factors Affecting Website Reconstruction from the Web Infrastructure","JCDL '07","digital preservation; web archiving; search engine caches"
"ZTXUC8D3","2007","Chen, Chaomei; Zhang, Jian; Zhu, Weizhong; Vogeley, Michael","Delineating the Citation Impact of Scientific Discoveries","JCDL '07","visualization; social networks; H-index; scientific discoveries; sloan digital sky survey"
"44YCGB6D","2007","Ahern, Shane; Naaman, Mor; Nair, Rahul; Yang, Jeannie Hui-I","World Explorer: Visualizing Aggregate Data from Unstructured Text in Geo-Referenced Collections","JCDL '07","visualization; photos; geo-referenced data; tagging systems"
"M62JFW8Q","2007","Dakka, Wisam; Gravano, Luis","Efficient Summarization-Aware Search for Online News Articles","JCDL '07","clustering; summarization; summarization-aware search"
"L8X4Q9XW","2007","Chee, Brant W.; Schatz, Bruce","Document Clustering Using Small World Communities","JCDL '07","document clustering; community structure; scale-free networks; semantic clustering; small worlds"
"8S47XHHQ","2007","Lee, Christopher A.; Tibbo, Helen R.; Schaefer, John C.","Defining What Digital Curators Do and What They Need to Know: The Digccurr Project","JCDL '07","digital curation; digital preservation; digital archives; functional model; professional education"
"PHMSNHA6","2007","Strodl, Stephan; Becker, Christoph; Neumayer, Robert; Rauber, Andreas","How to Choose a Digital Preservation Strategy: Evaluating a Preservation Planning Procedure","JCDL '07","digital preservation; evaluation; digital libraries; OAIS model; preservation planning; utility analysis"
"USWLAMRT","2007","Abbasi, Ahmed; Chen, Hsinchun","Categorization and Analysis of Text in Computer Mediated Communication Archives Using Visualization","JCDL '07","text mining; visualization; computer mediated communication"
"KPU9FYUH","2007","Shah, Chirag; Marchionini, Gary","ContextMiner: A Tool for Digital Library Curators","JCDL '07","digital curation; digital preservation; contextual information"
"DL4EAUFG","2007","Mon, Lorri; Dennis, Larry; Kim, Kyunghye","The Internet Public Library: An Online Learning Laboratory for Digital Libraries","JCDL '07","digital libraries; distance education; internet public library (IPL)"
"Y6UIIZ6Z","2007","Vo, Minh-Chanh; Puspitasari, Fiftarina; Lim, Ee-Peng; Chang, Chew-Hung; Theng, Yin-Leng; Goh, Dion Hoe-Lian; Chatterjea, Kalyani; Zhang, Jun; Sun, Aixin; Li, Yuanyuan","Mobile Digital Libraries for Geography Education","JCDL '07","mobile; education; geography"
"8XDWRS4K","2007","Kumar, Anoop","Visual Understanding Environment","JCDL '07","digital library; interoperability; concept maps; VUE"
"XQ4SPUJS","2007","Kerne, Andruid; Koh, Eunyee","Creativity Support: The Mixed-Initiative Composition Space","JCDL '07","creativity; information discovery; information representation"
"XXXWF7FU","2007","Stewart, Quinn; Pasch, Grete; Arias, Rodrigo","From Kinescope to Rich Media: 50 Years (Ago) with Mike Wallace","JCDL '07","XML; digital video collections; indexed video; library interface; Mike Wallace; rich media; streaming video"
"2VMFJ88H","2007","Moreira, Bárbara Lagoeiro; Gonçalves, Marcos André; Laender, Alberto Henrique Frade; Fox, Edward A.","5SQual: A Quality Assessment Tool for Digital Libraries","JCDL '07","digital libraries; quality assessment; 5S; 5SQual"
"NWE5R8Z7","2007","Hsiao, Jen-Hao; Wang, Yu-Zheng","VCenter: A Digital Video Management System with Mobile Search Service","JCDL '07","mobile search; content-based video search"
"6CLJK6CR","2007","Diederich, Jörg; Balke, Wolf-Tilo; Thaden, Uwe","Demonstrating the Semantic Growbag: Automatically Creating Topic Facets for Faceteddblp","JCDL '07","digital library; faceted search; DBLP; categories"
"FSKGATZY","2007","Cubaud, Pierre; Dupire, Jérôme; Topol, Alexandre","Fluid Interaction for the Document in Context","JCDL '07","digital library; 3D interaction; virtual museum"
"JDH9NLF6","2007","Buchanan, George","Rapid Document Navigation for Information Triage Support","JCDL '07","computer-human interaction; document readers"
"KJHZ2JAE","2007","Gruzd, Anatoliy A.; Downie, J. Stephen; Jones, M. Cameron; Lee, Jin Ha","Evalutron 6000: Collecting Music Relevance Judgments","JCDL '07","music information retrieval; music digital libraries; MIREX; music similarity"
"T8T55ACU","2007","Durack, Jeremy C.; Ladd, Amy L.; Kung, Shyh-Yuan; Krebs, Margaret; Chase, Robert A.; Dev, Parvati","The David L. Bassett Stereoscopic Atlas of Human Anatomy: Developing a Specialized Collection within the Stanford Mediaserver Digital Library","JCDL '07","education; digital libraries; annotation; 3D; anatomy; metadata authoring; stereoscopy"
"56CKJK7N","2007","Liesaputra, Veronica; Witten, Ian H.; Bainbridge, David","Lightweight Realistic Books: The Greenstone Connection","JCDL '07","electronic book; flash application"
"E7SPR8PK","2007","Bailly, Rodolphe","XML as the Articulation between Information Retrieval and Multimedia in a Musical Heritage Dissemination","JCDL '07","music retrieval; performing arts works data model; sound archive"
"638FFG4F","2007","Wolf, Alan J.; Iverson, Ellen R.; Manduca, Cathryn; McMartin, Flora; Morgan, Glenda; Morrill, Joshua","Use of Online Digital Learning Materials and Digital Libraries: Comparison by Discipline","JCDL '07","digital resources; usage; higher education; instructional materials"
"CJ7MWNIL","2007","Winget, Megan","Digitizing &amp; Providing Access to Contextual Cultural Materials: The Liner Notes Digitization Project","JCDL '07","digitization; metadata; modeling; context; liner notes"
"GXITCAJI","2007","vom Orde, Heike","Information System Media Education (ISM): Cooperating for Media Literacy","JCDL '07","media education; media literacy; network"
"Y4IDAA5Z","2007","Molina, Francis; Sweeney, Brian; Willard, Ted; Winter, André","Building Cross-Browser Interfaces for Digital Libraries with Scalable Vector Graphics (SVG)","JCDL '07","XML; interface design; scalable vector graphics; SVG"
"PWZX8GUN","2007","McMartin, Flora P.; Wolf, Alan; Iverson, Ellen; Manduca, Cathrynn; Morgan, Glenda; Morrill, Joshua","What Do Faculty Need and Want from Digital Libraries?","JCDL '07","digital resources; usage"
"UE5EGI3M","2007","McMartin, Flora; Muramatsu, Brandon","Use vs. Access: Design and Use in Educational Digital Libraries","JCDL '07","digital libraries; collections; usage; NSDL; educational digital libraries"
"2QJ474JU","2007","Ma, Yongqing; O'Brien, Ann; Clegg, Warwick","Digital Library Education: Some International Course Structure Comparisons","JCDL '07","institutions; educational issues"
"D5ND94QU","2007","Vestavik, Øyvind; Sølvberg, Ingeborg T.","Merging the Norwegian Gazetteer with the ADL Gazetteer","JCDL '07","controlled vocabularies; gazetteers; geographic information retrieval; merging of gazetteers"
"78MBZ63B","2007","Shah, Chirag; Marchionini, Gary","Capturing Relevant Information for Digital Curation","JCDL '07","digital curation; digital preservation; contextual information"
"A64SWPYA","2007","Rosner, Daniela K.; Josling, John Mark; Moed, Andrea; Oreglia, Elisa","Understanding Target Users of a Digital Reference Library","JCDL '07","information literacy; evaluation; user studies; search engines; educational digital libraries; digital reference libraries"
"RKL4TRMA","2007","Ma, Yi; Fox, Edward A.; Gonçalves, Marcos A.","PIM through a 5S Perspective","JCDL '07","5S model; cognitive science; intrapersonal communication; personal information management"
"ZSCHX5LP","2007","Lllewellyn, Clare; Sanderson, Robert; Rea, Brian","Automated Collection Strength Analysis","JCDL '07","text mining; data mining; analysis; automation; anrichment; collection strength; deduplication"
"D4HHF8B8","2007","Puspitasari, Fiftarina; Lim, Ee-Peng; Goh, Dion Hoe-Lian; Chang, Chew-Hung; Zhang, Jun; Sun, Aixin; Theng, Yin-Leng; Chatterjea, Kalyani; Li, Yuanyuan","Social Bookmarking in Digital Library Systems: Framework and Case Study","JCDL '07","social bookmarking"
"QGS2XYRM","2007","Klein, Martin; Nelson, Michael L.; Pao, Juliet Z.","Augmenting OAI-PMH Repository Holdings Using Search Engine APIs","JCDL '07","digital libraries; repository enhancement; search engine API"
"NBRP9A6C","2007","Kipp, Margaret E. I.","Tagging for Health Information Organisation and Retrieval","JCDL '07","tagging; social bookmarking; health information"
"5YQTNIB5","2007","Khoo, Michael; Donahue, Robert A.","Evaluating Digital Libraries with Webmetrics","JCDL '07","evaluation; design; management; users; webmetrics"
"J4ABYK6T","2007","Dube, Jed; Carrier, Sarah; Greenberg, Jane","DRIADE: A Data Repository for Evolutionary Biology","JCDL '07","scientific data; cyberinfrastructure; digital data repository; evolutionary biology"
"TSSZRID2","2007","Krowne, Aaron; Martin, Stacey; Gadi, Urvashi; Wedemeyer, Micah; Halbert, Martin","The Cyberinfrastructure for Scholars Project: Componentized Architecture for Sustainable Scholarly Portals","JCDL '07","OAI; componentized architecture; OXF; web services"
"DXBH58RX","2007","Khaltarkhuu, Garmaabazar; Maeda, Akira","Building a Digital Library of Traditional Mongolian Historical Documents","JCDL '07","digital library; traditional mongolian script; unicode"
"VUY23GGL","2007","Jordan, Mark","AlouetteCanada Metadata Toolkit","JCDL '07","digitization; metadata; standards; application profiles; tools"
"M2R2SHWT","2007","Geisler, Gary; Burns, Sam","Tagging Video: Conventions and Strategies of the YouTube Community","JCDL '07","classification; tagging; categorization; digital video libraries"
"38LKDIJM","2007","D'Ignazio, John A.; Ryan, Joseph D.; Harwell, Sarah C.; Diekema, Anne R.; Liddy, Elizabeth D.","Examining Perception of Digital Information Space","JCDL '07","contextual inquiry; information-seeking; think aloud"
"CLCV69KD","2007","Crabtree, Jonathan D.; Sheaves, David","Evolution of a Data Archive","JCDL '07","digital archives; social science data; alliances; federation"
"BNP5HLE8","2007","Hank, Carolyn; Choemprayong, Songphan; Sheble, Laura","Blogger Perceptions on Digital Preservation","JCDL '07","digital preservation; bloggers; weblogs"
"8JIR7F6L","2007","Chavez, Robert; Kumar, Anoop; Schwertner, Nikolai","Educational Application Integration with Digital Repository","JCDL '07","preservation; digital library; fedora"
"WU2ZPUDN","2007","Bollen, Johan; Rodriguez, Marko A.; Van de Sompel, Herbert","MESUR: Usage-Based Metrics of Scholarly Impact","JCDL '07","digital libraries; impact factor; scholarly evaluation; semantic networks; usage data"
"PSF6IAA6","2007","Theng, Yin-Leng; Tan, Kuah-Li; Lim, Ee-Peng; Zhang, Jun; Goh, Dion Hoe-Lian; Chatterjea, Kalyani; Chang, Chew Hung; Sun, Aixin; Yu, Han; Dang, Nam Hai; Li, Yuanyuan; Vo, Minh Chanh","Mobile G-Portal Supporting Collaborative Sharing and Learning in Geography Fieldwork: An Empirical Study","JCDL '07","collaborative learning; geospatial digital libraries; mobile learning; personal digital assistant; task-technology fit model; technology acceptance model"
"NEX38TZQ","2007","Capra, Robert; Marchionini, Gary; Oh, Jung Sun; Stutzman, Fred; Zhang, Yan","Effects of Structure and Interaction Style on Distinct Search Tasks","JCDL '07","usability; browsing; information architecture; facets"
"RQ3HS59D","2007","Buchanan, George","A Publisher of Last Resort: Enduring Document Access","JCDL '07","digital preservation; digital archives"
"2GXI5RDP","2007","Bartolo, Laura M.; Lowe, Cathy S.; Ruscheinski, Johannes; Bisom, Diane","Cooperative Collection Building in NSDL MatDL Pathway through IVIa Data Fountains","JCDL '07","metadata; undergraduate education; NSDL; materials science"
"A2E3XEC5","2007","Allen, Robert B.","Highly Structured Scientific Publications","JCDL '07","science; digital libraries; modeling; workflow; context; activity semantics; publication; research questions; UML"
"R2ZHVCKV","2007","Ahmad, Faisal; de la Chica, Sebastian; Butcher, Kirsten; Sumner, Tamara; Martin, James H.","Towards Automatic Conceptual Personalization Tools","JCDL '07","digital libraries; personalization; competency models; student misconceptions; instructional plans; knowledge maps"
"GN5CYXCA","2007","Yu, Xiaoyan; Tungare, Manas; Fan, Weiguo; Perez-Quinones, Manuel; Fox, Edward A.; Cameron, William; Teng, GuoFang; Cassel, Lillian","Automatic Syllabus Classification","JCDL '07","text classification; SVM; genre; syllabus"
"HNL9ACKN","2007","Takeda, Takaharu; Takasu, Atsuhiro","UpdateNews: A News Clustering and Summarization System Using Efficient Text Processing","JCDL '07","summarization; edit distance; suffix array; topic tracking"
"2P7ZLXKW","2007","Li, Xin; Chen, Hsinchun; Zhang, Zhu; Li, Jiexun","Automatic Patent Classification Using Citation Network Information: An Experimental Study in Nanotechnology","JCDL '07","machine learning; graph kernel; citation network; kernel-based method; nanotechnology; patent classification"
"7S4DUIKF","2007","Pohl, Stefan; Radlinski, Filip; Joachims, Thorsten","Recommending Related Papers Based on Digital Library Access Records","JCDL '07","co-citation; co-download; http access logs; recommendations"
"RS4N992Z","2007","Monroy, Carlos; Furuta, Richard; Castro, Filipe","A Multilingual Approach to Technical Manuscripts: 16th and 17th-Century Portuguese Shipbuilding Treatises","JCDL '07","multilingual technical manuscripts; nautical archaeology"
"6QHHNC5L","2007","Monroy, Carlos; Furuta, Richard; Stringer, Gary","Digital Donne: Workflow, Editing Tools, and the Reader.s Interface of a Collection of 17th-Century English Poetry","JCDL '07","English poetry; humanities informatics; John Donne; variorum edition"
"NZH7SSP7","2007","Ke, Weimao; Mostafa, Javed; Fu, Yueyu","Collaborative Classifier Agents: Studying the Impact of Learning in Distributed Document Classification","JCDL '07","learning; collaboration; information retrieval; distributed classification; effectiveness; efficiency; multi-agent system"
"UWYI4HER","2007","Barton, Louis W. G.; Jeavons, Peter G.; Caldwell, John A.; Ng, Koon Shan Barry","First Class Objects and Indexes for Chant Manuscripts","JCDL '07","search; images; distributed content; medieval chant manuscripts; neumes; scholarly-edited index; transcription"
"HCZKEMA3","2007","Deng, Jie; Furuta, Richard; Urbina, Eduardo","Locating Thematic Pinpoints in Narrative Texts with Short Phrases: A Test Study on Don Quixote","JCDL '07","digital humanities; filtering; Cervantes project; inflectional morphology; narrative texts; reading thematically; WordNet"
"AUUYT3VU","2007","Cunningham, Sally Jo; Masoodian, Masood","Identifying Personal Photo Digital Library Features","JCDL '07","image digital libraries; photo management and sharing systems"
"PL2KH367","2007","Diekema, Anne R.; Yilmazel, Ozgur; Bailey, Jennifer; Harwell, Sarah C.; Liddy, Elizabeth D.","Standards Alignment for Metadata Assignment","JCDL '07","machine learning; natural language processing; NSDL; educational standards; automatic metadata assignment; hierarchical text classification"
"HEHBN3MP","2007","Sánchez, J. Alfredo; Arzamendi-Pétriz, Adriana; Valdiviezo, Omar","Induced Tagging: Promoting Resource Discovery and Recommendation in Digital Libraries","JCDL '07","knowledge discovery; recommendation; collaboration; tagging"
"FB8UZBPU","2007","Palmer, Carole L.; Zavalina, Oksana L.; Mustafoff, Megan","Trends in Metadata Practices: A Longitudinal Study of Collection Federation","JCDL '07","interoperability; aggregated services; descriptive metadata; federated digital collections; IMLS digital collections and content project; metadata schemes"
"TYJDZ5YS","2007","Mimno, David; McCallum, Andrew","Organizing the OCA: Learning Faceted Subjects from a Library of Digital Books","JCDL '07","classification; topic models"
"XEIMVQ2V","2007","Richardson, Ryan; Fox, Edward A.","Using Bilingual ETD Collections to Mine Phrase Translations","JCDL '07","machine translation; electronic theses and dissertations; phrase translation"
"PLI82PFU","2007","Newman, David; Hagedorn, Kat; Chemudugunta, Chaitanya; Smyth, Padhraic","Subject Metadata Enrichment Using Statistical Topic Models","JCDL '07","digital libraries; clustering; topic model; browsing; OAI; metadata enrichment; metadata enhancement"
"FA75FZM8","2007","Stewart, Gordon; Crane, Gregory; Babeu, Alison","A New Generation of Textual Corpora: Mining Corpora from Very Large Collections","JCDL '07","text alignment; ancient greek; OCR evaluation"
"XYA5YW8V","2007","Shimbo, Masashi; Ito, Takahiko; Matsumoto, Yuji","Evaluation of Kernel-Based Link Analysis Measures on Research Paper Recommendation","JCDL '07","link analysis; recommendation system; graph kernels"
"DTB9EVCQ","2007","Song, Yang; Huang, Jian; Councill, Isaac G.; Li, Jia; Giles, C. Lee","Efficient Topic-Based Unsupervised Name Disambiguation","JCDL '07","name disambiguation; bayesian models; hierarchical clustering methods; probability analysis; unsupervised machine learning"
"2G88RPLP","2007","Ernst-Gerlach, Andrea; Fuhr, Norbert","Retrieval in Text Collections with Historic Spelling Using Linguistic and Spelling Variants","JCDL '07","historic documents; rule-based search; spelling variants"
"QLPIQY3Q","2007","Nichols, David M.; Bainbridge, David; Twidale, Michael B.","Constructing Digital Library Interfaces","JCDL '07","XSLT; computational sense; digital library education; interfaces"
"NTHQ3XJT","2007","Gozali, Jesse Prabawa; Kan, Min-Yen","A Rich OPAC User Interface with AJAX","JCDL '07","OPAC; human-computer interaction; GUI; AJAX"
"Y7B78L9N","2007","Huggett, Michael; Lanir, Joel","Static Reformulation: A User Study of Static Hypertext for Query-Based Reformulation","JCDL '07","associative similarity networks; automatically-constructed hypertext; query by reformulation; search versus browse"
"P7BEHCTE","2007","Rodriguez, Marko A.; Bollen, Johan; Van de Sompel, Herbert","A Practical Ontology for the Large-Scale Modeling of Scholarly Artifacts and Their Usage","JCDL '07","semantic networks; resource description framework and schema; web ontology language"
"CCU283RX","2007","McCown, Frank; Nelson, Michael L.","Agreeing to Disagree: Search Engines and Their Public Interfaces","JCDL '07","API; distance measurement; search engine interfaces; search engine results"
"NPXMJJQI","2007","Downie, J. Stephen; Lee, Jin Ha; Gruzd, Anatoliy A.; Jones, M. Cameron","Toward an Understanding of Similarity Judgments for Music Digital Library Evaluation","JCDL '07","evaluation; music information retrieval; music digital libraries; MIREX; music similarity; Evalutron 6000"
"AS725ERG","2009","Zhu, Wenhao; Wei, Baogang; Wu, Jiangqin; Shi, Shaomin; Yang, Yan","Knowledge Extraction and Integration for Semi-Structural Information in Digital Libraries","JCDL '09","digital libraries; information extraction; digitized textbook"
"DHV5ZMIH","2009","Zhou, Xiaohua; Achananuparp, Palakorn; Park, E. K.; Hu, Xiaohua; Zhang, Xiaodan","AskDragon: A Redundancy-Based Factoid Question Answering System with Lightweight Local Context Analysis","JCDL '09","question answering; answer generation; answer scoring; local context analysis; redundancy-based approach"
"S8D9VQT5","2009","Tang, Zhi; Gao, Liangcai; Jia, Aixia; Lin, Xiaofan","XEB: A Markup Language Document Container Format Suitable for Handheld Devices","JCDL '09","document parsing; handheld device; markup language document"
